link_no,name,start_lrp,start_offset,start_chainage,end_lrp,end_offset,end_chainage,length_km,heavy_truck,medium_truck,small_truck,large_bus,medium_bus,micro_bus,utility,car,auto_rickshaw,motorcycle,bicycle,cycle_rickshaw,cart,motorized_total,non_motorized_total,total_aadt,aadt,road
N8-27,Barisal University (Int.with N801-Dapdapia Ferryghat (North End) Int. with Z8056,LRP169d,0,169.148,LRP173,475,173.095,3.947,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0,6190.0,N8
N8-28,Dapdapia Ferryghat (North End) Int. with Z8056- Bakerkathi (Int.with Z8047),LRP173,475,173.095,LRP176,660,176.68,3.585,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0,7910.0,N8
N8-29,Bakerkathi (Int.with Z8047) -Bakerganj (Int.with Z8810 ),LRP176,660,176.68,LRP183,1012,184.062,7.382,37.0,341.0,596.0,301.0,570.0,235.0,129.0,222.0,991.0,827.0,579.0,475.0,0.0,4249.0,1054.0,5303.0,5303.0,N8
N8-30,Bakerganj (Int.with Z8810) -Lebukhali (Int. with Z8806),LRP183,1012,184.062,LRP194,90,194.127,10.065,6.0,199.0,242.0,175.0,296.0,60.0,35.0,58.0,732.0,730.0,83.0,119.0,0.0,2533.0,202.0,2735.0,2735.0,N8
N8-31,Lebukhali (Int. with Z8806)-End of N8,LRP194,90,194.127,LRP205,300,205.127,11.000,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0,6190.0,N8
N102-1,Mainamati-Kangsanagar (Intersection with Z1219),LRPS,0,0,LRP009,1110,10.206,10.206,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N102
N102-2,Kangsanagar (Int with Z1219)-Debidduar (Int with Z1008),LRP009,1110,10.206,LRP018,2570,20.658,10.452,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N102
N102-3,Debiduar (Int with Z1008)- Companiganj (Int with Z1205),LRP018,2570,20.658,LRP024,1242,25.473,4.815,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N102
N102-4,Companiganj (Int with Z1205) - Mirpur (Int with Z1041),LRP024,1242,25.473,LRP038,408,38.866,13.393,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-5,Mirpur (Int with Z1041)- Kuti (Int with Z1201),LRP038,408,38.866,LRP042,1928,44.427,5.561,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-6,Kuti (Int with Z1201)- Dharkhar (Int with Z1202),LRP042,1928,44.427,LRP055,1143,56.883,12.456,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-7,Dharkhar (Int with Z1202)-Sultanpur (Int with Z1216),LRP055,1143,56.883,LRP062,169,63.061,6.178,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-8,Sultanpur (Int with Z1216)-Kuatali(Int. with N103),LRP062,169,63.061,LRP070,419,71.456,8.395,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,N102
N102-9,Kuatali(Int. with N103)-Gathuria(Int. with N103),LRP070,419,71.456,LRP070,6234,77.271,5.815,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,N102
N102-10,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",LRP070,6234,77.271,LRPE,0,83.382,6.111,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,N102
N804-1,Bhanga-Pukuria (Int. with Z8401),LRPS,0,0,LRP006,826,5.826,5.826,81.0,672.0,769.0,365.0,441.0,136.0,58.0,119.0,1030.0,684.0,382.0,367.0,0.0,4355.0,749.0,5104.0,5104.0,N804
N804-2,Pukuria(Int. with Z8401)-Talma (Int. with Z8404),LRP006,826,5.826,LRP017,897,16.797,10.971,81.0,672.0,769.0,365.0,441.0,136.0,58.0,119.0,1030.0,684.0,382.0,367.0,0.0,4355.0,749.0,5104.0,5104.0,N804
N804-3,Talma (Int. with Z8404) -Munshipara (Int. with N808),LRP017,897,16.797,LRP026,270,25.348,8.551,133.0,855.0,464.0,423.0,379.0,366.0,84.0,217.0,2244.0,1759.0,277.0,491.0,0.0,6924.0,768.0,7692.0,7692.0,N804
N804-4,Munshipara (Int. with N808) -Faridpur (Alipur) Int. with N803,LRP026,270,25.348,LRP026,4682,29.76,4.412,133.0,855.0,464.0,423.0,379.0,366.0,84.0,217.0,2244.0,1759.0,277.0,491.0,0.0,6924.0,768.0,7692.0,7692.0,N804
N804-5,Faridpur (Alipur) Int. with N803-Faridpur (Goalchamot) Int. with N7,LRP026,4682,29.76,LRPE,0,32.063,2.303,0.0,68.0,133.0,20.0,84.0,25.0,47.0,81.0,1154.0,1032.0,516.0,1025.0,9.0,2644.0,1550.0,4194.0,4194.0,N804
N540-1L,Nabinagar(Int.withN5)-Baipail (int.with N302) (Left),LRPS,0,0,LRPS,2979,2.979,2.979,102.0,1742.0,858.0,1662.0,683.0,853.0,123.0,895.0,1886.0,599.0,372.0,686.0,0.0,9403.0,1058.0,10461.0,10461.0,N540
N540-1R,Nabinagar(Int.withN5)-Baipail (int.with N302) (Right),LRPS,0,0,LRPS,2979,2.979,2.979,101.0,1877.0,870.0,1488.0,623.0,743.0,135.0,968.0,1724.0,560.0,393.0,725.0,0.0,9089.0,1118.0,10207.0,10207.0,N540
N540-2L,Baipail (int.with N302)-Chandra (int.with N4) (Left),LRPS,2979,2.979,LRPS,16010,16.01,13.031,27.0,1479.0,480.0,1033.0,444.0,389.0,79.0,678.0,528.0,369.0,81.0,764.0,0.0,5506.0,845.0,6351.0,6351.0,N540
N540-2R,Baipail (int.with N302)-Chandra (int.with N4) (Right),LRPS,2979,2.979,LRPS,16010,16.01,13.031,21.0,1555.0,543.0,1088.0,443.0,465.0,81.0,646.0,457.0,417.0,67.0,667.0,0.0,5716.0,734.0,6450.0,6450.0,N540
N709-1,Fultala- (Int.with R760),LRPS,0,0,LRP016,420,16.487,16.487,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,N709
N709-2L,(Int.with R760) - Muhammed Nagar Chowrasta(Int.with Z7606) (Left),LRP016,420,16.487,LRP018,55,18.122,1.635,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,N709
N709-2R,(Int.with R760) - Muhammed Nagar Chowrasta(Int.with Z7606)(Right),LRP016,420,16.487,LRP018,55,18.122,1.635,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,N709
N709-3L,Muhammed Nagar Chowraasta(Int.with Z7606)-Kudir Bottala(Int.with N7) (Left),LRP018,55,18.122,LRP025,500,26.567,8.445,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,N709
N709-3R,Muhammed Nagar Chowrasta(Int.with Z7606) - Kudir Bottala(Int.with N7) (Right),LRP018,55,18.122,LRP025,500,26.567,8.445,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,N709
N715-1,Alipur(Int.with Z7602)-Bhomra,LRPS,0,0,LRP003,6200,9.225,9.225,89.0,2180.0,357.0,289.0,144.0,228.0,45.0,315.0,2778.0,2795.0,3072.0,1878.0,0.0,9220.0,4950.0,14170.0,14170.0,N715
N309-1,Kewat Khali By pass more(Int.with Z3033)-Digarkandi Bus Stand (Int.with N3),LRPS,0,0,LRP004,42,3.16,3.160,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0,N309
N309-2,Digarkandi Bus Stand (Int.with N3)-Int.with Z3035,LRP004,42,3.16,LRP007,871,7.074,3.914,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0,N309
N309-3,Int.with Z3035-Mymensingh engineering College(Int.with N401),LRP007,871,7.074,LRP014,10,13.303,6.229,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0,N309
N502-1,Bogra (Jahangirabad) Int.with N5-Katham (Nandigram) Int.with Z5207,LRPS,0,0,LRP020,906,19.936,19.936,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,N502
N502-2,Katham (Nandigram) Int.with Z5207 -Kaigari (Nandigram) Int.with Z5030,LRP020,906,19.936,LRP023,536,22.556,2.620,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,N502
N502-3,Kaigari (Nandigram) Int.with Z5030-Omarpur (Nandigram) Int.with Z5202,LRP023,536,22.556,LRP026,558,25.578,3.022,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,N502
N502-4,Omarpur (Nandigram) Int.with Z5202-Int.with Z5209 (Shingra),LRP026,558,25.578,LRP040,4670,43.7,18.122,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,N502
N502-5,Int.with Z5209 (Shingra)-Dalsarker (Int.with Z5211),LRP040,4670,43.7,LRP055,2120,56.13,12.430,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,N502
N502-6,"Dalsarker (Int.with Z5211)-Madrasha more, Natore (Int.with N602)",LRP055,2120,56.13,LRPE,0,63.29,7.160,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,N502
N519-1,Medical College-Malgram,LRPS,0,0,LRPS,2640,2.64,2.640,4.0,313.0,451.0,6.0,12.0,315.0,153.0,274.0,1576.0,1676.0,2500.0,3344.0,0.0,4780.0,5844.0,10624.0,10624.0,N519
N105-1,"Madanpur (13th km of N1)-Nayapur, Bostail (Int.with R114)",LRPS,0,0,LRP006,181,6.309,6.309,338.0,3887.0,774.0,98.0,131.0,793.0,294.0,619.0,5625.0,552.0,145.0,1648.0,0.0,13111.0,1793.0,14904.0,14904.0,N105
N105-2,"Nayapur, Bostail(Int.with R114)-Bhulta (Int.with N2)",LRP006,181,6.309,LRP012,546,12.803,6.494,245.0,3444.0,1481.0,20.0,0.0,1159.0,102.0,954.0,2332.0,659.0,180.0,1011.0,0.0,10396.0,1191.0,11587.0,11587.0,N105
N105-3,Bhulta (Int.with N2)-Purbachal Road,LRP012,546,12.803,LRP020d,0,21.221,8.418,223.0,4762.0,1090.0,60.0,19.0,944.0,101.0,1275.0,2563.0,484.0,64.0,249.0,0.0,11521.0,313.0,11834.0,11834.0,N105
N105-4,Purbachal Road- Ulukhola (Int.with Z3010),LRP020d,0,21.221,LRP028,895,28.61,7.389,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,N105
N105-5,Ulukhola (Int.with Z3010)-Mirer Bazar (Int.with R301),LRP028,895,28.61,LRP035,1289,36.158,7.548,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,N105
N105-6,Mirer Bazar (Int.with R301)-Vogra Bypass(Int.with N3),LRP035,1289,36.158,LRP045,1118,45.998,9.840,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,N105
N105-7,Vogra Bypass(Int.with N3)-End of Road (Int.with N4),LRP045,1118,45.998,LRPE,0,48.881,2.883,328.0,3092.0,1796.0,351.0,309.0,1381.0,181.0,1240.0,1243.0,452.0,149.0,1353.0,0.0,10373.0,1502.0,11875.0,11875.0,N105
N803-1L,"Alipur-Tapakhola, int.with Z8402 (Left)",LRPS,0,0,LRPS,2450,2.45,2.450,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0,8338.0,N803
N803-1R,"Alipur-Tapakhola, int.with Z8402 (Right)",LRPS,0,0,LRPS,2450,2.45,2.450,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0,8338.0,N803
N803-2,"Tapakhola, int.with Z8402- (Int.with Z7108)",LRPS,2450,2.45,LRPS,4550,4.55,2.100,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0,8338.0,N803
N803-3,(Int.with Z7108)-SS Ghat,LRPS,4550,4.55,LRPE,0,6.13,1.580,0.0,236.0,1872.0,0.0,157.0,75.0,6.0,52.0,1754.0,1275.0,1543.0,1368.0,0.0,5427.0,2911.0,8338.0,8338.0,N803
N712-1,Jhenaidaha bus terminal-Arappur (Int with N704),LRPS,0,0,LRP002,190,2.19,2.190,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,N712
N712-2,Arappur (Int with N704) - Int with R745,LRP002,190,2.19,LRP002,1530,3.53,1.340,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,N712
N712-3,Int with R745-Int with N703,LRP002,1530,3.53,LRP002,3150,5.15,1.620,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,N712
N712-4,Int with N703-Alhera bus Stand,LRP002,3150,5.15,LRPE,0,6.15,1.000,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,N712
N119-1,Int with N1-Int with N1,LRPS,0,0,LRPS,2850,2.85,2.850,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N119
N505-1,Baderhat-Kazirhat (Latifpur),LRPS,0,0,LRPE,0,4.4,4.400,92.0,376.0,365.0,146.0,252.0,162.0,6.0,47.0,2052.0,1215.0,524.0,1241.0,11.0,4713.0,1776.0,6489.0,6489.0,N505
N6-1,Kashinathpur-Chabbismile Biswa Road (Int. with Z6028),LRPS,0,0,LRP006,800,6.79,6.790,96.0,251.0,206.0,367.0,143.0,418.0,43.0,126.0,1187.0,824.0,429.0,531.0,2.0,3661.0,962.0,4623.0,4623.0,N6
N6-2,Chabbismile Biswa Road (Int. with Z6028)-Chinakhora (Int. with Z6017),LRP006,800,6.79,LRP012,90,12.06,5.270,96.0,251.0,206.0,367.0,143.0,418.0,43.0,126.0,1187.0,824.0,429.0,531.0,2.0,3661.0,962.0,4623.0,4623.0,N6
N6-3,Chinakhora(Int. with Z6017)-Madhpur (Int. with Z6026),LRP012,90,12.06,LRP021,1627,22.609,10.549,96.0,251.0,206.0,367.0,143.0,418.0,43.0,126.0,1187.0,824.0,429.0,531.0,2.0,3661.0,962.0,4623.0,4623.0,N6
N6-4,Madhpur(Int. with Z6026)-Atikula (Int. with Z6030),LRP021,1627,22.609,LRP024,1548,25.524,2.915,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-5,Atikula(Int. with Z6030)-Pabna (Central Bus Terminal) (Int.with N604),LRP024,1548,25.524,LRP041,820,41.755,16.231,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-6,Pabna (Int.with N604)-Gaspara (Int.with N604),LRP041,820,41.755,LRP045,1320,46.269,4.514,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-7,Pabna (Int.with N604)-Gaspara (Int.with N604),LRP045,1320,46.269,LRP050,1410,51.339,5.070,31.0,650.0,405.0,410.0,278.0,417.0,236.0,359.0,1571.0,921.0,834.0,654.0,0.0,5278.0,1488.0,6766.0,6766.0,N6
N6-8,Tebunia (int.with R604)-Dasuria (Int.with N704),LRP050,1410,51.339,LRP060,1100,61.306,9.967,39.0,558.0,462.0,325.0,108.0,339.0,181.0,201.0,2057.0,1289.0,555.0,491.0,0.0,5559.0,1046.0,6605.0,6605.0,N6
N6-9,Dasuria (Int.with N704)-Kadamchilan (Int.with Z6022),LRP060,1100,61.306,LRP078,520,78.624,17.318,39.0,558.0,462.0,325.0,108.0,339.0,181.0,201.0,2057.0,1289.0,555.0,491.0,0.0,5559.0,1046.0,6605.0,6605.0,N6
N6-10,Kadamchilan (Int.with Z6022)-Banpara (Int.with Z6014),LRP078,520,78.624,LRP083,300,83.424,4.800,36.0,1433.0,1002.0,806.0,488.0,487.0,115.0,244.0,1219.0,1112.0,937.0,1674.0,0.0,6942.0,2611.0,9553.0,9553.0,N6
N6-11,Banpara (Int.with Z6014)-Banpara (Int.with N507),LRP083,300,83.424,LRP084,700,84.844,1.420,36.0,1433.0,1002.0,806.0,488.0,487.0,115.0,244.0,1219.0,1112.0,937.0,1674.0,0.0,6942.0,2611.0,9553.0,9553.0,N6
N6-12,Banpara (Int.with N507)-Ahmedpur (Int. with Z6015),LRP084,700,84.844,LRP089,490,90.064,5.220,36.0,1433.0,1002.0,806.0,488.0,487.0,115.0,244.0,1219.0,1112.0,937.0,1674.0,0.0,6942.0,2611.0,9553.0,9553.0,N6
N6-13,Ahmedpur (Int. with Z6015)-Harishpur (Int.with N602 ),LRP089,490,90.064,LRP099,1380,100.644,10.580,285.0,1905.0,1187.0,546.0,787.0,303.0,61.0,137.0,1705.0,1335.0,1135.0,992.0,2.0,8251.0,2129.0,10380.0,10380.0,N6
N6-14,Harishpur (Int.with N602 )-Bus Stand(Int.with N602),LRP099,1380,100.644,LRP105,990,106.274,5.630,285.0,1918.0,1198.0,552.0,796.0,302.0,61.0,173.0,1889.0,1372.0,1141.0,992.0,1.0,8546.0,2134.0,10680.0,10680.0,N6
N6-15,Bus Stand(Int.with N602)-Puthia (Int.with Z6019),LRP105,990,106.274,LRP118,1400,119.694,13.420,285.0,1905.0,1187.0,546.0,787.0,303.0,61.0,137.0,1705.0,1335.0,1135.0,992.0,2.0,8251.0,2129.0,10380.0,10380.0,N6
N6-16,Puthia (Int.with Z6019)-Baneswar (Int.with Z6006),LRP118,1400,119.694,LRP129,106,129.53,9.836,285.0,1918.0,1198.0,552.0,796.0,302.0,61.0,173.0,1889.0,1372.0,1141.0,992.0,1.0,8546.0,2134.0,10680.0,10680.0,N6
N6-17,Baneswar (Int.with Z6006)-Belpukur(Int.with N603),LRP129,106,129.53,LRP132,165,132.589,3.059,16.0,1182.0,775.0,1162.0,387.0,772.0,165.0,256.0,1188.0,1212.0,744.0,637.0,0.0,7115.0,1381.0,8496.0,8496.0,N6
N6-18,Belpukur(Int.with N603)-BIT More (Int.with Z6010),LRP132,165,132.589,LRP140,2280,142.734,10.145,16.0,1182.0,775.0,1162.0,387.0,772.0,165.0,256.0,1188.0,1212.0,744.0,637.0,0.0,7115.0,1381.0,8496.0,8496.0,N6
N6-19,BIT More (Int.with Z6010)-Kashiadanga(Int.with N603),LRP140,2280,142.734,LRP148,3605,152.529,9.795,16.0,1182.0,775.0,1162.0,387.0,772.0,165.0,256.0,1188.0,1212.0,744.0,637.0,0.0,7115.0,1381.0,8496.0,8496.0,N6
N6-20,Kashiadanga(Int.with N603)-Kashiadanga(Int.with Z6809),LRP148,3605,152.529,LRP148,3655,152.579,0.050,84.0,2255.0,585.0,329.0,186.0,265.0,104.0,157.0,1435.0,1298.0,510.0,201.0,0.0,6698.0,711.0,7409.0,7409.0,N6
N6-21,Kashiadanga(Int.with Z6809)-Bijoynagar(Int.with R681),LRP148,3655,152.579,LRP162,486,163.52,10.941,84.0,2255.0,585.0,329.0,186.0,265.0,104.0,157.0,1435.0,1298.0,510.0,201.0,0.0,6698.0,711.0,7409.0,7409.0,N6
N6-22,Bijoynagar(Int.with R681)-Uzanpara (Int.with R681),LRP162,486,163.52,LRP174,190,175.224,11.704,168.0,1822.0,324.0,478.0,136.0,276.0,72.0,132.0,749.0,825.0,264.0,32.0,0.0,4982.0,296.0,5278.0,5278.0,N6
N6-23,Uzanpara (Int.with R681) Godagari (Int.with Z6813),LRP174,190,175.224,LRP177,800,178.829,3.605,168.0,1822.0,324.0,478.0,136.0,276.0,72.0,132.0,749.0,825.0,264.0,32.0,0.0,4982.0,296.0,5278.0,5278.0,N6
N6-24,"Godagari (Int.with Z6813)-Bishaw road more, Bus Terminal,Nawabganj",LRP177,800,178.829,LRP193,50,194.134,15.305,168.0,1822.0,324.0,478.0,136.0,276.0,72.0,132.0,749.0,825.0,264.0,32.0,0.0,4982.0,296.0,5278.0,5278.0,N6
N6-25,"Bishaw road more, Bus Terminal, Nawabganj-Rasulpur (Int. with Z6816)",LRP193,50,194.134,LRP209,400,210.684,16.550,2.0,166.0,112.0,5.0,9.0,38.0,14.0,24.0,882.0,952.0,963.0,512.0,0.0,2204.0,1475.0,3679.0,3679.0,N6
N6-26,Rasulpur (Int. with Z6816)-Salimabad (Int. with Z6816),LRP209,400,210.684,LRP213,640,214.964,4.280,2.0,166.0,112.0,5.0,9.0,38.0,14.0,24.0,882.0,952.0,963.0,512.0,0.0,2204.0,1475.0,3679.0,3679.0,N6
N6-27,Salimabad (Int. with Z6816)-Kanshat(Int. with Z6802),LRP213,640,214.964,LRP217,15,218.409,3.445,5.0,123.0,150.0,23.0,25.0,32.0,4.0,14.0,590.0,661.0,533.0,206.0,5.0,1627.0,744.0,2371.0,2371.0,N6
N6-28,Kanshat(Int. with Z6802)-Baliadighi,LRP217,15,218.409,LRP230,750,232.244,13.835,5.0,123.0,150.0,23.0,25.0,32.0,4.0,14.0,590.0,661.0,533.0,206.0,5.0,1627.0,744.0,2371.0,2371.0,N6
N402-1,Nakla-Nalitabari (Int with Z4602 and Z3040),LRPS,0,0,LRP013,1550,15,15.000,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0,N402
N402-2,Nalitabari (Int with Z4602 and Z3040)-Nokugoan Border,LRP013,1550,15,LRPE,0,28.663,13.663,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0,N402
N510-1,Bogra Sath Matha More-Bogra St. Road,LRPS,0,0,LRPS,2784,2.784,2.784,0.0,355.0,347.0,142.0,564.0,338.0,187.0,448.0,6108.0,2199.0,951.0,1187.0,0.0,10688.0,2138.0,12826.0,12826.0,N510
N209-1,"Int.with N2, at Humayan Rashid Chottor-Int.with N205 at Station Road More",LRPS,0,0,LRPS,1330,1.33,1.330,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0,N209
N707-1,Palbari-Daratana More(Int.with N702 and N706),LRPS,0,0,LRP002,998,2.228,2.228,114.0,1776.0,951.0,785.0,499.0,375.0,107.0,327.0,2084.0,2091.0,1884.0,1506.0,0.0,9109.0,3390.0,12499.0,12499.0,N707
N707-2,Daratana More(Int.with N702 and N706)-Monihar(Int.with N806),LRP002,998,2.228,LRP002,2672,3.902,1.674,114.0,1776.0,951.0,785.0,499.0,375.0,107.0,327.0,2084.0,2091.0,1884.0,1506.0,0.0,9109.0,3390.0,12499.0,12499.0,N707
N707-3,Monihar(Int.with N806)-Murail More(Int.with N7),LRP002,2672,3.902,LRPE,0,6.49,2.588,114.0,1776.0,951.0,785.0,499.0,375.0,107.0,327.0,2084.0,2091.0,1884.0,1506.0,0.0,9109.0,3390.0,12499.0,12499.0,N707
N110-1,Link Road (Cox Bazar)-Int with R180,LRPS,0,0,LRPS,1890,1.89,1.890,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N110
N110-2,Int. with R180-Laboni More,LRPS,1890,1.89,LRP008,640,8.2,6.310,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N110
N109-1,Ramu Hospital-Int.with Z1009,LRPS,0,0,LRP001,640,1.585,1.585,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N109
N109-2,Int. with Z1009-Khalekuzzaman chattar,LRP001,640,1.585,LRP001,1565,2.51,0.925,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N109
N702-1,Jessore (Daratana More)-Khajura(Int.with Z7057),LRPS,0,0,LRP015,374,14.364,14.364,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0,6731.0,N702
N702-2,Khajura(Int.with Z7057)-Arpara (Int.with Z7021),LRP015,374,14.364,LRP030,1645,30.62,16.256,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0,6731.0,N702
N702-3,Arpara(Int.with Z7021)-Magura (Vaina More),LRP030,1645,30.62,LRPE,0,43.75,13.130,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0,6731.0,N702
N127-1,Choto Darogarghat -Int. with N1,LRPS,0,0,LRPE,0,0.305,0.305,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,N127
